ER30001,ER30002,CP_FLAG,CDS97KID,CDS02KID,CDS07KID,TA05KID,TA05_RESP,TA05_PSID,TA07KID,TA07_RESP,TA07_PSID,TA09KID,TA09_RESP,TA09_PSID,TA11KID,TA11_RESP,TA11_PSID,PCGID_97,PCGPN_97,PCG97_REL,OCGID_97,OCGPN_97,OCG97_REL,PCGID_02,PCGPN_02,PCG02_REL,OCGID_02,OCGPN_02,OCG02_REL,PCGID_07,PCGPN_07,PCG07_REL,OCGID_07,OCGPN_07,OCG07_REL
1397,34,1,1,1,,1,3,3940,1,3,3736,1,3,1536,1,1,1787,1397,172,1,1397,5,2,1397,172,1,1397,5,2,,,,,,
1397,37,1,1,1,1,,,,,,,1,3,1807,1,1,4171,1397,171,1,1397,4,2,1397,171,1,1397,4,2,1397,171,1,1397,4,2
1397,38,1,1,1,,,,,,,,,,,,,,1397,172,1,1397,5,2,1397,172,1,1397,5,2,,,,,,
1398,30,1,1,,,1,3,6433,1,3,323,1,1,6004,,,,1398,5,1,,,,,,,,,,,,,,,
1399,35,1,1,1,,1,1,4707,1,1,4245,1,1,1317,1,1,5713,1399,174,2,,,,1399,174,2,,,,,,,,,
1399,36,1,1,1,,,,,1,3,1881,1,1,8078,1,1,191,1399,6,1,1399,178,,1399,6,1,,,,,,,,,
1399,37,1,1,1,,,,,1,3,2229,1,3,1678,1,3,3361,1399,175,1,1399,4,2,1399,175,1,1399,4,2,,,,,,
1399,38,1,1,1,,,,,,,,1,3,8362,1,3,7997,1399,7,1,1399,177,2,1399,7,1,1399,177,2,,,,,,
1399,39,1,1,1,,,,,,,,,,,1,3,7997,1399,7,1,1399,177,2,1399,7,1,1399,177,2,,,,,,
1399,40,1,1,1,1,,,,,,,,,,1,3,3361,1399,175,1,1399,4,2,1399,175,1,1399,4,2,1399,175,1,1399,4,2
1407,32,1,1,1,1,,,,,,,,,,,,,1407,172,1,1407,3,2,1407,172,1,1407,3,2,1407,172,1,1407,3,2
1411,39,1,1,1,,1,3,5653,,,,,,,,,,1411,7,1,,,,1411,7,1,,,,,,,,,
1411,43,1,1,1,,1,3,5123,,,,,,,,,,1411,4,1,,,,1411,4,1,,,,,,,,,
1411,44,1,1,1,1,,,,,,,1,3,1288,1,3,3281,1411,31,1,,,,1411,31,1,,,,1411,31,1,1411,195,
1411,45,1,1,1,1,,,,,,,1,3,4557,1,3,2364,1411,4,1,,,,1411,4,1,,,,1411,4,1,,,
1411,185,1,1,,,,,,,,,,,,,,,1411,184,1,1411,13,,,,,,,,,,,,,
1411,186,1,1,1,1,,,,,,,1,3,1253,1,3,3664,1411,184,1,1411,13,2,1411,184,1,1411,13,2,1411,184,1,1411,13,2
1411,190,1,1,,,,,,,,,,,,,,,1411,188,1,1411,177,2,,,,,,,,,,,,
1415,31,1,1,1,1,,,,,,,1,3,2954,,,,1415,4,1,1415,170,2,1415,4,1,1415,170,2,1415,4,1,1415,170,2
1426,34,1,1,1,,1,3,3807,1,1,7237,1,1,263,1,1,182,1426,4,1,,,,1426,4,1,,,,,,,,,
1426,36,1,1,1,,,,,1,3,5204,1,3,4597,,,,1426,2,1,,,,1426,2,1,1426,180,2,,,,,,
1426,38,1,1,1,1,,,,,,,1,3,3978,1,3,367,1426,4,1,,,,1426,4,1,,,,1426,4,1,,,
1426,40,1,1,1,1,,,,,,,1,3,4597,1,1,8714,1426,2,1,,,,1426,2,1,1426,180,2,1426,2,1,1426,180,2
1430,30,1,1,1,1,,,,,,,,,,,,,1430,4,1,1430,170,2,1430,4,1,1430,170,2,1430,4,1,1430,170,2
1430,31,1,1,1,1,,,,,,,,,,,,,1430,4,1,1430,170,2,1430,4,1,1430,170,2,1430,4,1,1430,170,2
1431,30,1,1,1,,,,,1,3,1780,1,3,4224,1,3,5225,1431,170,1,1431,3,2,1431,170,1,1431,3,2,,,,,,
1432,31,1,1,1,,1,3,3793,1,3,1454,1,1,6041,1,1,6448,1432,170,1,,,,1432,170,1,,,,,,,,,
1434,35,1,1,1,1,,,,,,,,,,,,,1434,32,1,1434,170,2,1434,32,1,1434,170,2,1434,32,1,1434,170,2
1445,35,1,1,1,,1,1,6414,1,1,8196,1,1,4117,1,1,7953,1445,173,1,1445,7,2,1445,173,1,1445,7,2,,,,,,
1445,37,1,1,1,,,,,1,3,4625,1,3,1176,1,3,3887,1445,173,1,1445,7,2,1445,173,1,1445,7,2,,,,,,
1460,30,1,1,1,1,,,,,,,,,,1,3,3278,1460,8,1,,,,1460,8,1,,,,1460,8,1,,,
1468,33,1,1,1,,1,3,1519,1,3,3361,1,1,4681,1,2,2501,1468,5,1,1468,176,2,1468,5,1,1468,176,2,,,,,,
1468,34,1,1,1,1,,,,,,,1,3,5352,1,1,4216,1468,5,1,1468,176,2,1468,5,1,1468,176,2,1468,5,1,1468,176,2
1468,35,1,1,1,1,,,,,,,,,,1,3,2764,1468,6,1,1468,175,2,1468,6,1,1468,175,2,1468,6,1,1468,175,2
1473,32,1,1,1,,1,3,3198,1,3,4687,,,,,,,1473,170,1,1473,3,2,1473,170,1,1473,3,2,,,,,,
1475,31,1,1,1,,1,3,2142,1,3,4062,1,1,6613,1,1,1325,1475,3,1,1475,170,2,1475,3,1,1475,170,2,,,,,,
1475,32,1,1,1,1,,,,,,,,,,,,,1475,3,1,1475,170,2,1475,3,1,1475,170,2,1475,170,2,1475,3,1
1480,33,1,1,1,1,,,,,,,,,,1,3,1170,1480,31,1,,,,1480,31,1,1480,179,,1480,31,1,,,
1480,34,1,1,1,1,,,,,,,,,,,,,1480,31,1,,,,1480,31,1,1480,179,2,1480,31,1,,,
1485,33,1,1,1,,,,,1,3,3145,1,3,2984,1,2,6468,1485,3,1,1485,171,2,1485,3,1,1485,171,2,,,,,,
1485,34,1,1,1,1,,,,,,,1,3,2984,1,3,5674,1485,3,1,1485,171,2,1485,3,1,1485,171,2,1485,3,1,1485,171,2
1494,31,1,1,1,,,,,1,3,5613,,,,,,,1494,175,1,1494,4,2,1494,175,1,1494,4,2,,,,,,
1494,32,1,1,1,1,,,,,,,,,,,,,1494,175,1,1494,4,2,1494,175,1,1494,4,2,1494,175,1,1494,4,2
1498,32,1,1,1,,,,,1,3,804,1,1,5491,1,1,2369,1498,170,1,1498,4,2,1498,4,2,,,,,,,,,
1498,34,1,1,1,1,,,,,,,,,,1,1,5102,1498,172,1,1498,5,2,1498,175,3,1498,174,,1498,175,3,,,
1498,35,1,1,1,1,,,,,,,,,,1,3,1535,1498,171,1,1498,30,2,1498,171,1,1498,30,2,1498,171,1,1498,30,2
1498,37,1,1,1,1,,,,,,,,,,,,,1498,171,1,1498,30,2,1498,171,1,1498,30,2,1498,171,1,1498,30,2
1498,178,1,1,1,,,,,,,,,,,,,,1498,172,1,1498,5,,1498,175,3,1498,174,,,,,,,
1503,170,1,1,1,,1,1,4261,1,1,3079,1,1,2132,1,1,3063,1503,4,2,,,,,,,,,,,,,,,
1505,30,1,1,1,1,,,,,,,1,3,955,1,3,5124,1505,4,1,1505,171,2,1505,4,1,,,,1505,4,1,,,
1516,30,1,1,1,1,,,,,,,,,,,,,1516,171,1,,,,1516,171,1,,,,1516,171,1,,,
1516,31,1,1,1,1,,,,,,,,,,1,3,7270,1516,170,1,1516,4,2,1516,170,1,1516,4,2,1516,170,1,1516,4,2
1516,33,1,1,1,1,,,,,,,,,,,,,1516,170,1,1516,4,2,1516,170,1,1516,4,2,1516,170,1,1516,4,2
1516,172,1,1,1,,1,3,6748,1,3,8112,,,,,,,1516,171,1,,,,1516,171,1,,,,,,,,,
1522,35,1,1,1,,1,3,4945,1,3,1468,1,3,2164,1,3,4700,1522,170,1,1522,5,2,1522,170,1,1522,5,2,,,,,,
1522,36,1,1,1,,1,3,3605,1,3,1759,1,3,730,1,3,4504,1522,8,1,1522,174,2,1522,8,1,1522,174,2,,,,,,
1522,37,1,1,1,,1,3,3741,1,3,3126,1,3,2104,1,3,5820,1522,171,1,1522,3,2,1522,171,1,1522,3,2,,,,,,
1522,38,1,1,1,,1,3,6957,1,3,4755,1,3,2243,1,1,8133,1522,175,1,1522,9,2,1522,175,1,1522,9,2,,,,,,
1522,40,1,1,1,1,,,,,,,1,3,730,1,3,4504,1522,8,1,1522,174,2,1522,8,1,1522,174,2,1522,8,1,1522,174,2
1522,41,1,1,1,1,,,,,,,,,,,,,1522,175,1,1522,9,2,1522,175,1,1522,9,2,1522,175,1,1522,9,2
1522,42,1,1,1,1,,,,,,,1,3,1722,1,3,6196,1522,10,1,1522,176,2,1522,10,1,1522,176,2,1522,10,1,1522,176,2
1522,43,1,1,1,1,,,,,,,,,,1,3,6196,1522,10,1,1522,176,2,1522,10,1,1522,176,2,1522,10,1,1522,176,2
1523,31,1,1,,,1,3,1349,1,3,4729,1,1,7357,1,1,1243,1523,171,1,1523,173,,,,,,,,,,,,,
1533,32,1,1,1,,,,,1,3,6245,1,3,3266,1,3,130,1533,3,1,1533,172,2,1533,3,1,1533,172,2,,,,,,
1533,33,1,1,1,1,,,,,,,,,,,,,1533,173,1,1533,5,2,1533,173,1,1533,5,2,1533,173,1,1533,5,2
1533,34,1,1,1,1,,,,,,,,,,,,,1533,173,1,1533,5,2,1533,173,1,1533,5,2,1533,173,1,1533,5,2
1537,172,1,1,,,,,,,,,,,,,,,1537,171,1,1537,4,2,,,,,,,,,,,,
1540,178,1,1,1,1,,,,,,,,,,1,3,2926,1540,177,1,1540,5,2,1540,177,1,1540,5,2,1540,177,1,1540,5,2
1541,36,1,1,1,,1,1,7674,1,2,1127,1,1,1104,1,1,6531,1541,171,1,,,,1541,171,1,,,,,,,,,
1541,37,1,1,1,,,,,,,,,,,,,,1541,5,1,1541,172,2,1541,5,1,1541,172,2,,,,,,
1541,38,1,1,1,,1,3,7549,1,3,5828,,,,1,1,7059,1541,171,1,,,,1541,171,1,,,,,,,,,
1542,31,1,1,1,,,,,1,3,3287,1,2,6585,1,2,4988,1542,6,1,1542,179,,1542,6,1,1542,179,,,,,,,
1542,33,1,1,1,,1,3,2548,1,3,1789,1,1,4972,1,1,3697,1542,176,1,1542,3,2,1542,176,1,1542,3,2,,,,,,
1542,34,1,1,1,,1,3,2464,1,3,996,1,3,3847,1,1,4507,1542,5,1,1542,174,2,1542,174,2,1542,5,1,,,,,,
1542,35,1,1,1,,,,,1,3,1789,1,3,3179,1,3,2055,1542,176,1,1542,3,2,1542,176,1,1542,3,2,,,,,,
1542,36,1,1,1,1,,,,,,,1,3,3847,1,1,6280,1542,5,1,1542,174,2,1542,174,2,1542,5,1,1542,5,1,1542,174,2
1542,37,1,1,1,1,,,,,,,1,3,3312,1,3,2733,1542,7,1,1542,177,2,1542,7,1,1542,177,2,1542,7,1,1542,177,2
1542,39,1,1,1,1,,,,,,,,,,,,,1542,6,1,1542,179,2,1542,6,1,1542,179,2,1542,6,1,1542,179,2
1542,40,1,1,1,1,,,,,,,,,,,,,1542,7,1,1542,177,2,1542,7,1,1542,177,2,1542,7,1,1542,177,2
1547,31,1,1,1,,1,3,4060,1,3,6727,1,3,5384,1,3,2095,1547,3,1,1547,170,2,1547,3,1,1547,170,2,,,,,,
1547,32,1,1,1,1,,,,,,,1,3,7054,1,3,5187,1547,5,1,1547,172,2,1547,5,1,,,,1547,5,1,,,
1547,33,1,1,1,1,,,,,,,,,,1,3,2095,1547,3,1,1547,170,2,1547,3,1,1547,170,2,1547,3,1,1547,170,2
1551,32,1,1,,,,,,1,3,4804,1,3,1071,1,3,5283,1551,171,2,,,,,,,,,,,,,,,
1551,37,1,1,,,,,,,,,,,,,,,1551,171,2,,,,,,,,,,,,,,,
1559,30,1,1,1,,,,,,,,,,,,,,1559,170,,1559,3,,1559,170,,1559,3,,,,,,,
1568,33,1,1,1,,1,3,5537,1,3,3193,1,1,5332,1,1,4553,1568,173,1,1568,3,2,1568,173,1,1568,3,2,,,,,,
1568,34,1,1,1,1,,,,,,,,,,,,,1568,32,1,,,,1568,32,1,,,,1568,32,1,1568,184,
1571,37,1,1,1,1,,,,,,,1,3,4056,1,3,4396,1571,176,1,,,,1571,176,1,,,,1571,176,1,,,
1571,38,1,1,1,1,,,,,,,,,,,,,1571,30,1,,,,1571,30,1,,,,1571,30,1,,,
1571,39,1,1,1,1,,,,,,,,,,,,,1571,30,1,,,,1571,30,1,,,,1571,30,1,,,
1571,40,1,1,1,1,,,,,,,,,,,,,1571,32,1,1571,185,2,1571,32,1,,,,1571,32,1,1571,933,
1571,181,1,1,1,,,,,1,3,935,1,3,908,1,3,3410,1571,171,1,,,,1571,171,1,,,,,,,,,
1572,38,1,1,1,,,,,1,3,2654,1,2,3962,1,2,2383,1572,5,1,1572,174,2,1572,5,1,1572,174,2,,,,,,
1572,40,1,1,1,,,,,1,1,3529,1,1,2913,1,1,2472,1572,5,1,1572,174,2,1572,5,1,1572,174,2,,,,,,
1572,41,1,1,1,,,,,,,,,,,,,,1572,4,3,,,,1572,4,3,,,,,,,,,
1579,42,1,1,1,,,,,,,,1,3,2443,1,1,5468,1579,6,1,1579,172,2,1579,172,2,1579,6,1,,,,,,
1583,31,1,1,1,,,,,1,3,1900,1,3,442,1,3,3997,1583,3,1,1583,171,2,1583,3,1,,,,,,,,,
1591,33,1,1,1,,1,3,3924,1,3,674,1,3,3176,,,,1591,171,1,1591,3,2,1591,171,1,1591,3,2,,,,,,
1591,34,1,1,1,,,,,1,3,674,1,3,3176,,,,1591,171,1,1591,3,2,1591,171,1,1591,3,2,,,,,,
1591,35,1,1,1,1,,,,,,,1,3,2650,1,3,1941,1591,172,1,1591,5,2,1591,172,1,1591,5,2,1591,172,1,1591,5,2
1591,36,1,1,1,1,,,,,,,,,,1,3,1941,1591,172,1,1591,5,2,1591,172,1,1591,5,2,1591,172,1,1591,5,2
1597,30,1,1,1,1,,,,,,,,,,,,,1597,3,1,1597,170,2,1597,3,1,1597,170,2,1597,3,1,,,
1597,31,1,1,1,1,,,,,,,,,,,,,1597,3,1,1597,170,2,1597,3,1,1597,170,2,1597,3,1,,,
1608,32,1,1,1,1,,,,,,,1,3,7076,1,3,3885,1608,30,1,,,,1608,30,1,,,,1608,30,1,1608,177,
1608,33,1,1,1,1,,,,,,,,,,1,2,4610,1608,30,1,,,,1608,30,1,,,,1608,30,1,1608,177,
1610,31,1,1,1,1,,,,,,,,,,,,,1610,30,1,,,,1610,30,1,,,,1610,30,1,1610,2,3
1611,32,1,1,1,,,,,1,3,6343,1,3,6262,1,1,6545,1611,5,1,1611,172,2,1611,5,1,1611,172,2,,,,,,
1611,33,1,1,,1,,,,,,,,,,,,,1611,174,1,1611,30,2,,,,,,,1611,174,1,1611,30,2
1611,34,1,1,,1,,,,,,,,,,,,,1611,174,1,1611,30,2,,,,,,,1611,174,1,1611,30,2
1611,177,1,1,1,,1,3,3222,1,3,5296,1,3,1020,,,,1611,4,1,1611,175,2,1611,4,1,1611,175,2,,,,,,
1612,30,1,1,1,1,,,,,,,1,3,3731,1,3,5159,1612,170,1,1612,3,2,1612,170,1,1612,171,,1612,170,1,1612,171,
1613,36,1,1,1,,,,,1,3,3947,1,3,4346,1,1,6757,1613,172,1,1613,6,2,1613,172,1,1613,6,2,,,,,,
1613,38,1,1,1,,,,,1,3,3947,1,3,4346,1,3,5790,1613,172,1,1613,6,2,1613,172,1,1613,6,2,,,,,,
1613,39,1,1,1,1,,,,,,,,,,1,3,6522,1613,7,1,1613,175,2,1613,7,1,1613,175,2,1613,7,1,1613,175,2
1613,41,1,1,1,1,,,,,,,,,,,,,1613,176,1,1613,8,2,1613,176,1,1613,8,2,1613,176,1,1613,8,2
1613,42,1,1,1,1,,,,,,,,,,,,,1613,7,1,1613,175,2,1613,7,1,1613,175,2,1613,7,1,1613,175,2
1621,31,1,1,1,,1,3,6716,1,3,7715,1,3,8190,1,3,7020,1621,3,1,1621,171,2,1621,171,2,1621,3,1,,,,,,
1621,32,1,1,1,1,,,,,,,1,3,8190,1,3,7020,1621,3,1,1621,171,2,1621,171,2,1621,3,1,1621,3,1,1621,171,2
1624,35,1,1,1,,1,3,892,1,3,2531,1,3,5050,1,1,2687,1624,174,1,1624,21,2,1624,174,1,1624,21,2,,,,,,
1624,36,1,1,1,,,,,1,3,2347,1,3,5158,1,3,714,1624,3,1,1624,177,2,1624,3,1,1624,177,2,,,,,,
1624,37,1,1,1,1,,,,,,,1,3,5158,1,3,714,1624,3,1,1624,177,2,1624,3,1,1624,177,2,1624,3,1,1624,177,2
1627,32,1,1,1,1,,,,,,,,,,,,,1627,30,1,1627,170,2,1627,30,1,1627,170,2,1627,30,1,1627,170,2
1628,32,1,1,1,1,,,,,,,,,,,,,1628,4,1,,,,1628,4,1,,,,1628,4,1,,,
1628,33,1,1,1,1,,,,,,,,,,,,,1628,4,1,,,,1628,4,1,,,,1628,4,1,,,
1632,30,1,1,,,,,,1,3,6603,1,3,5125,1,3,5099,1632,170,1,1632,1,2,,,,,,,,,,,,
1632,31,1,1,,,,,,,,,,,,,,,1632,170,1,1632,1,2,,,,,,,,,,,,
1633,174,1,1,1,1,,,,,,,1,1,5463,1,1,3936,1633,170,1,,,,1633,170,1,,,,1633,170,1,,,
1633,175,1,1,1,1,,,,,,,,,,1,1,4671,1633,170,1,,,,1633,170,1,,,,1633,170,1,,,
1633,178,1,1,,,,,,,,,,,,,,,1633,177,1,1633,173,2,,,,,,,,,,,,
1634,32,1,1,1,1,,,,,,,,,,,,,1634,172,1,,,,1634,172,1,,,,1634,172,1,1634,174,
1634,33,1,1,1,1,,,,,,,,,,,,,1634,172,1,,,,1634,172,1,,,,1634,172,1,1634,174,
1644,30,1,1,1,1,,,,,,,1,3,4555,1,1,6983,1644,4,1,1644,171,2,1644,4,1,1644,171,2,1644,4,1,1644,171,2
1644,32,1,1,1,1,,,,,,,,,,,,,1644,4,1,1644,171,2,1644,4,1,1644,171,2,1644,4,1,1644,171,2
1645,31,1,1,,1,,,,,,,,,,1,3,8192,1645,4,1,1645,170,2,,,,,,,1645,4,1,1645,170,2
1645,32,1,1,,1,,,,,,,,,,,,,1645,4,1,1645,170,2,,,,,,,1645,4,1,1645,170,2
1648,32,1,1,1,1,,,,,,,,,,,,,1648,172,1,1648,3,2,1648,172,1,1648,3,2,1648,172,1,1648,3,2
1648,173,1,1,1,1,,,,,,,,,,1,3,1826,1648,172,1,1648,3,2,1648,172,1,1648,3,2,1648,172,1,1648,3,2
1654,31,1,1,1,,,,,1,3,5026,,,,,,,1654,170,1,1654,4,2,1654,170,1,1654,4,2,,,,,,
1654,32,1,1,1,1,,,,,,,,,,,,,1654,3,1,1654,172,2,1654,172,2,1654,3,1,1654,3,1,1654,172,2
1663,34,1,1,,,,,,,,,1,1,6882,1,1,75,1663,3,1,1663,170,2,,,,,,,,,,,,
1663,36,1,1,1,,1,3,5223,1,3,5789,1,3,292,1,3,822,1663,5,1,1663,173,2,1663,5,1,1663,173,2,,,,,,
1663,37,1,1,1,,1,3,6838,,,,1,3,8032,1,1,7023,1663,3,1,1663,170,2,1663,3,1,1663,170,2,,,,,,
1663,38,1,1,1,,,,,1,3,4204,1,3,3202,1,1,2885,1663,8,1,,,,1663,8,1,1663,180,,,,,,,
1663,40,1,1,1,,,,,,,,1,3,2387,1,1,2653,1663,9,1,1663,178,2,1663,9,1,1663,178,2,,,,,,
1663,41,1,1,1,1,,,,,,,,,,1,3,822,1663,5,1,1663,173,2,1663,5,1,1663,173,2,1663,5,1,1663,173,2
1663,42,1,1,1,,,,,,,,,,,1,3,322,1663,9,1,1663,178,2,1663,9,1,1663,178,2,,,,,,
1663,43,1,1,1,1,,,,,,,,,,1,3,2954,1663,7,1,1663,179,2,1663,7,1,1663,179,2,1663,7,1,1663,179,2
1663,46,1,1,1,1,,,,,,,,,,,,,1663,6,1,1663,176,2,1663,6,1,1663,176,2,1663,6,1,1663,176,2
1670,34,1,1,1,,,,,,,,1,3,793,1,1,8556,1670,7,1,1670,172,2,1670,172,2,1670,7,1,,,,,,
1670,35,1,1,1,1,,,,,,,,,,,,,1670,30,1,,,,1670,30,1,,,,1670,30,1,,,
1670,36,1,1,1,1,,,,,,,,,,,,,1670,30,1,,,,1670,30,1,,,,1670,30,1,,,
1679,30,1,1,1,1,,,,,,,1,3,8306,,,,1679,4,1,,,,1679,4,1,,,,1679,175,2,,,
1682,33,1,1,1,1,,,,,,,,,,,,,1682,4,1,1682,174,2,1682,4,1,1682,174,2,1682,4,1,1682,174,2
1682,34,1,1,1,,,,,,,,,,,,,,1682,175,1,1682,31,2,1682,175,1,,,,,,,,,
1682,35,1,1,1,,,,,,,,,,,,,,1682,175,1,1682,31,2,1682,175,1,,,,,,,,,
1684,34,1,1,1,,1,3,3910,1,3,7892,1,2,2556,1,2,51,1684,6,1,1684,173,2,1684,6,1,1684,173,2,,,,,,
1684,35,1,1,1,,1,3,3910,1,1,7840,1,1,888,1,1,107,1684,6,1,1684,173,2,1684,6,1,1684,173,2,,,,,,
1684,36,1,1,1,,1,3,3310,1,3,6723,1,3,519,1,1,4179,1684,5,1,1684,176,2,1684,5,1,1684,176,2,,,,,,
1684,37,1,1,1,,1,3,3310,1,3,5480,1,3,5715,1,3,2677,1684,5,1,1684,176,2,1684,5,1,1684,176,2,,,,,,
1687,31,1,1,1,,1,3,1011,1,2,6088,1,2,4676,1,2,3487,1687,170,1,1687,3,2,1687,170,1,1687,3,2,,,,,,
1690,33,1,1,,,1,3,3743,1,1,3589,1,1,5901,1,1,4020,1690,170,1,1690,3,2,,,,,,,,,,,,
1690,34,1,1,,1,,,,,,,,,,1,3,5973,1690,170,1,1690,3,2,,,,,,,1690,170,1,1690,3,2
1690,35,1,1,1,1,,,,,,,,,,,,,1690,174,1,1690,32,2,1690,174,1,,,,1690,174,1,1690,175,
1690,36,1,1,1,1,,,,,,,,,,,,,1690,174,1,1690,32,2,1690,174,1,,,,1690,174,1,1690,175,
1690,172,1,1,,,,,,,,,,,,,,,1690,171,1,1690,30,,,,,,,,,,,,,
1690,173,1,1,1,1,,,,,,,,,,,,,1690,171,1,1690,30,2,1690,30,2,,,,1690,30,2,1690,178,
1692,38,1,1,1,1,,,,,,,,,,1,3,8360,1692,30,1,,,,1692,30,1,,,,1692,30,1,1692,176,2
1692,39,1,1,1,1,,,,,,,,,,,,,1692,30,1,,,,1692,30,1,,,,1692,30,1,1692,176,2
1692,40,1,1,1,1,,,,,,,,,,,,,1692,31,1,1692,4,4,1692,31,1,1692,4,4,1692,31,1,,,
1695,45,1,1,1,,,,,1,3,658,1,1,5973,,,,1695,181,1,1695,3,2,1695,181,1,1695,3,2,,,,,,
1695,46,1,1,1,1,,,,,,,1,1,3884,1,2,767,1695,11,1,1695,182,2,1695,11,1,,,,1695,11,1,1695,226,
1695,47,1,1,,,,,,,,,,,,1,3,7335,1695,6,3,,,,,,,,,,,,,,,
1695,48,1,1,1,,,,,,,,,,,,,,1695,210,,1695,209,2,1695,210,,1695,209,2,,,,,,
1695,50,1,1,1,1,,,,,,,,,,,,,1695,10,1,1695,193,2,1695,10,1,1695,193,2,1695,10,1,1695,193,2
1695,51,1,1,1,1,,,,,,,,,,,,,1695,205,1,1695,33,2,1695,33,2,1695,174,5,1695,33,2,1695,174,5
1695,52,1,1,1,1,,,,,,,,,,,,,1695,205,1,1695,33,2,1695,33,2,1695,174,5,1695,33,2,1695,174,5
1695,54,1,1,1,1,,,,,,,,,,,,,1695,34,1,1695,208,2,1695,34,1,1695,208,2,1695,34,1,1695,208,2
1695,64,1,1,1,,,,,1,1,7420,,,,1,1,6489,1695,2,,1695,1,,1695,2,,1695,1,,,,,,,
1695,199,1,1,1,,,,,,,,1,2,8537,1,2,8912,1695,181,,1695,3,4,1695,37,1,,,,,,,,,
1697,44,1,1,1,,1,3,4303,1,1,7112,1,2,6811,1,2,4068,1697,6,1,,,,1697,6,1,1697,42,,,,,,,
1697,45,1,1,1,,,,,,,,1,3,1653,1,3,4434,1697,6,1,,,,1697,176,2,,,,,,,,,
1697,46,1,1,1,1,,,,,,,,,,1,3,4981,1697,37,1,,,,1697,37,1,1697,190,2,1697,37,1,,,
1697,47,1,1,1,1,,,,,,,,,,,,,1697,37,1,,,,1697,37,1,1697,190,2,1697,37,1,,,
1697,48,1,1,1,1,,,,,,,,,,,,,1697,32,1,1697,184,2,1697,172,,1697,5,3,1697,41,,1697,194,
1697,49,1,1,,,,,,,,,,,,,,,1697,182,1,1697,38,2,,,,,,,,,,,,
1698,31,1,1,,,1,3,2461,1,2,5580,1,2,3651,1,2,6174,1698,170,1,1698,3,2,,,,,,,,,,,,
1698,173,1,1,,1,,,,,,,,,,1,3,5541,1698,4,1,1698,171,2,,,,,,,1698,4,1,1698,171,2
1700,36,1,1,,,1,1,6827,1,1,3780,1,1,1249,1,1,4279,1700,5,1,,,,,,,,,,,,,,,
1700,38,1,1,1,,,,,1,3,3738,1,2,5304,1,2,7433,1700,5,1,,,,1700,5,1,,,,,,,,,
1700,39,1,1,1,1,,,,,,,,,,,,,1700,175,1,1700,31,2,1700,175,1,,,,1700,175,1,,,
1700,180,1,1,,,,,,,,,,,,,,,1700,179,1,1700,172,,,,,,,,,,,,,
1701,32,1,1,1,,1,3,7401,1,3,8142,1,1,8361,1,1,5446,1701,4,1,1701,172,2,1701,4,1,1701,172,2,,,,,,
1701,33,1,1,1,,1,3,7401,1,3,8142,,,,,,,1701,4,1,1701,172,2,1701,4,1,1701,172,2,,,,,,
1701,34,1,1,1,1,,,,,,,1,3,5374,1,3,5072,1701,3,1,,,,1701,3,1,,,,1701,3,1,,,
1701,35,1,1,1,1,,,,,,,,,,,,,1701,178,1,1701,30,2,1701,178,1,1701,30,2,1701,178,1,1701,30,2
1701,36,1,1,1,1,,,,,,,,,,,,,1701,178,1,1701,30,2,1701,178,1,1701,30,2,1701,178,1,1701,30,2
1709,183,1,1,,,,,,1,1,5382,1,1,3467,1,1,376,1709,182,1,,,,,,,,,,,,,,,
1709,184,1,1,,,,,,,,,,,,,,,1709,182,1,,,,,,,,,,,,,,,
1720,178,0,1,,,,,,,,,,,,,,,1720,170,,1720,4,,,,,,,,,,,,,
1722,37,1,1,1,,,,,,,,,,,1,1,7764,1722,31,1,,,,1722,31,1,,,,,,,,,
1722,38,1,1,1,1,,,,,,,,,,,,,1722,33,1,1722,170,3,1722,33,1,,,,1722,33,1,,,
1722,40,1,1,1,,,,,,,,,,,,,,1722,35,1,1722,191,2,1722,35,1,,,,,,,,,
1722,184,1,1,1,,,,,1,3,7317,1,3,7263,1,1,386,1722,183,1,,,,1722,183,1,,,,,,,,,
1722,185,1,1,1,1,,,,,,,1,1,7263,1,1,1471,1722,183,1,,,,1722,183,1,,,,1722,183,1,,,
1731,31,1,1,1,,1,3,2857,1,3,1817,1,1,5773,1,1,7676,1731,3,1,1731,171,2,1731,3,1,1731,30,,,,,,,
1731,32,1,1,1,,1,3,7574,1,3,6011,1,3,2006,1,1,7978,1731,4,1,1731,174,2,1731,4,1,1731,174,2,,,,,,
1731,33,1,1,1,,1,3,6608,1,2,2361,1,2,2305,1,2,4148,1731,3,1,1731,171,2,1731,3,1,1731,30,,,,,,,
1731,35,1,1,1,,1,3,7574,,,,1,1,4658,1,1,8022,1731,4,1,1731,174,2,1731,4,1,1731,174,2,,,,,,
1732,30,1,1,1,,,,,1,1,4910,1,1,3215,1,1,8215,1732,8,1,,,,1732,8,1,,,,,,,,,
1732,31,1,1,1,,,,,,,,1,1,3305,1,1,8287,1732,8,1,,,,1732,8,1,,,,,,,,,
1738,32,1,1,,,,,,,,,,,,,,,1738,3,1,1738,2,,,,,,,,,,,,,
1738,33,1,1,,,,,,,,,,,,,,,1738,3,1,1738,2,,,,,,,,,,,,,
1740,32,1,1,1,,1,3,5206,1,3,6279,1,2,5310,1,2,7671,1740,170,1,1740,3,2,1740,170,1,1740,3,2,,,,,,
